"ensembl_gene_id" "hgnc_symbol" "chromosome_name" "start_position" "end_position" "strand" "length"
"36199" "ENSG00000154001" "PPP2R5E" "14" 63371364 63543377 -1 172013
"36200" "ENSG00000155249" "OR4K1" "14" 19930917 19936757 1 5840
"36201" "ENSG00000155463" "OXA1L" "14" 22766522 22773042 1 6520
"36202" "ENSG00000155465" "SLC7A7" "14" 22773222 22829820 -1 56598
"36203" "ENSG00000156030" "MIDEAS" "14" 73715122 73790285 -1 75163
"36204" "ENSG00000156050" "FAM161B" "14" 73931501 73950414 -1 18913
"36205" "ENSG00000156127" "BATF" "14" 75522455 75546993 1 24538
"36206" "ENSG00000156206" "CFAP161" "15" 81007033 81149179 1 142146
"36207" "ENSG00000156381" "ANKRD9" "14" 102501767 102509799 -1 8032
"36208" "ENSG00000156411" "ATP5MJ" "14" 103912288 103928269 -1 15981
"36209" "ENSG00000156414" "TDRD9" "14" 103928456 104052667 1 124211
"36210" "ENSG00000156642" "NPTN" "15" 73560014 73634134 -1 74120
"36211" "ENSG00000156958" "GALK2" "15" 49155656 49367869 1 212213
"36212" "ENSG00000156970" "BUB1B" "15" 40161023 40221123 1 60100
"36213" "ENSG00000157021" "CIBAR1P1" "15" 41163162 41164374 1 1212
"36214" "ENSG00000157227" "MMP14" "14" 22836560 22849041 1 12481
"36215" "ENSG00000157306" "ZFHX2-AS1" "14" 23511760 23560778 1 49018
"36216" "ENSG00000157326" "DHRS4" "14" 23953734 23969279 1 15545
"36217" "ENSG00000157379" "DHRS1" "14" 24290598 24299780 -1 9182
"36218" "ENSG00000157450" "RNF111" "15" 58865175 59097419 1 232244
"36219" "ENSG00000157456" "CCNB2" "15" 59105126 59125045 1 19919
"36220" "ENSG00000157470" "FAM81A" "15" 59372693 59523555 1 150862
"36221" "ENSG00000157483" "MYO1E" "15" 59132434 59372871 -1 240437
"36222" "ENSG00000157734" "SNX22" "15" 64151715 64157481 1 5766
"36223" "ENSG00000157890" "MEGF11" "15" 65895079 66253756 -1 358677
"36224" "ENSG00000159248" "GJD2" "15" 34751032 34754998 -1 3966
"36225" "ENSG00000159251" "ACTC1" "15" 34790230 34795549 -1 5319
"36226" "ENSG00000159289" "GOLGA6A" "15" 74069857 74082550 -1 12693
"36227" "ENSG00000159322" "ADPGK" "15" 72751294 72785846 -1 34552
"36228" "ENSG00000159337" "PLA2G4D" "15" 42067009 42094562 -1 27553
"36229" "ENSG00000159433" "STARD9" "15" 42575606 42720998 1 145392
"36230" "ENSG00000159459" "UBR1" "15" 42942897 43106113 -1 163216
"36231" "ENSG00000159495" "TGM7" "15" 43276271 43302255 -1 25984
"36232" "ENSG00000159556" "ISL2" "15" 76336773 76342475 1 5702
"36233" "ENSG00000165300" "SLITRK5" "13" 87671371 87696272 1 24901
"36234" "ENSG00000165355" "FBXO33" "14" 39397684 39432466 -1 34782
"36235" "ENSG00000165379" "LRFN5" "14" 41606876 41904549 1 297673
"36236" "ENSG00000165389" "SPTSSA" "14" 34432788 34462240 -1 29452
"36237" "ENSG00000165409" "TSHR" "14" 80954989 81146306 1 191317
"36238" "ENSG00000165410" "CFL2" "14" 34709113 34714823 -1 5710
"36239" "ENSG00000165416" "SUGT1" "13" 52652709 52700909 1 48200
"36240" "ENSG00000165417" "GTF2A1" "14" 81175452 81221377 -1 45925
"36241" "ENSG00000165496" "RPL10L" "14" 46651010 46651781 -1 771
"36242" "ENSG00000165501" "LRR1" "14" 49598761 49614672 1 15911
"36243" "ENSG00000165502" "RPL36AL" "14" 49618530 49620626 -1 2096
"36244" "ENSG00000165506" "DNAAF2" "14" 49625174 49635244 -1 10070
"36245" "ENSG00000165516" "KLHDC2" "14" 49768130 49786385 1 18255
"36246" "ENSG00000165521" "EML5" "14" 88612431 88792953 -1 180522
"36247" "ENSG00000165525" "NEMF" "14" 49782083 49852821 -1 70738
"36248" "ENSG00000165527" "ARF6" "14" 49893079 49897054 1 3975
"36249" "ENSG00000165533" "TTC8" "14" 88824153 88881078 1 56925
"36250" "ENSG00000165548" "TMEM63C" "14" 77116568 77259495 1 142927
"36251" "ENSG00000165553" "NGB" "14" 77265483 77271206 -1 5723
"36252" "ENSG00000165555" "NOXRED1" "14" 77394021 77423523 -1 29502
"36253" "ENSG00000165556" "CDX2" "13" 27960918 27969315 -1 8397
"36254" "ENSG00000165566" "AMER2" "13" 25161679 25172288 -1 10609
"36255" "ENSG00000165572" "KBTBD6" "13" 41127569 41132802 -1 5233
"36256" "ENSG00000165588" "OTX2" "14" 56799905 56816693 -1 16788
"36257" "ENSG00000165617" "DACT1" "14" 58633967 58648321 1 14354
"36258" "ENSG00000165621" "OXGR1" "13" 96985713 96994730 -1 9017
"36259" "ENSG00000165762" "OR4K2" "14" 19875142 19883932 1 8790
"36260" "ENSG00000165782" "PIP4P1" "14" 20457681 20461465 -1 3784
"36261" "ENSG00000165792" "METTL17" "14" 20989973 20997035 1 7062
"36262" "ENSG00000165794" "SLC39A2" "14" 20999255 21001871 1 2616
"36263" "ENSG00000165795" "NDRG2" "14" 21016763 21070872 -1 54109
"36264" "ENSG00000165799" "RNASE7" "14" 21042316 21044234 1 1918
"36265" "ENSG00000165801" "ARHGEF40" "14" 21070273 21090248 1 19975
"36266" "ENSG00000165804" "ZNF219" "14" 21090077 21104722 -1 14645
"36267" "ENSG00000165807" "PPP1R36" "14" 64549920 64589381 1 39461
"36268" "ENSG00000165819" "METTL3" "14" 21498133 21511342 -1 13209
"36269" "ENSG00000165821" "SALL2" "14" 21521080 21537216 -1 16136
"36270" "ENSG00000165837" "ERICH6B" "13" 45534522 45615739 -1 81217
"36271" "ENSG00000165861" "ZFYVE1" "14" 72969451 73027131 -1 57680
"36272" "ENSG00000165898" "ISCA2" "14" 74493756 74497106 1 3350
"36273" "ENSG00000165914" "TTC7B" "14" 90524564 90816479 -1 291915
"36274" "ENSG00000165929" "TC2N" "14" 91779746 91867536 -1 87790
"36275" "ENSG00000165934" "CPSF2" "14" 92121969 92172145 1 50176
"36276" "ENSG00000165943" "MOAP1" "14" 93182199 93184923 -1 2724
"36277" "ENSG00000165948" "IFI27L1" "14" 94081301 94103846 1 22545
"36278" "ENSG00000165949" "IFI27" "14" 94104836 94116695 1 11859
"36279" "ENSG00000165953" "SERPINA12" "14" 94487274 94517844 -1 30570
"36280" "ENSG00000165959" "CLMN" "14" 95181940 95319908 -1 137968
"36281" "ENSG00000166035" "LIPC" "15" 58410569 58569844 1 159275
"36282" "ENSG00000166068" "SPRED1" "15" 38252836 38357249 1 104413
"36283" "ENSG00000166069" "TMCO5A" "15" 37921939 37967724 1 45785
"36284" "ENSG00000166073" "GPR176" "15" 39799008 39920266 -1 121258
"36285" "ENSG00000166090" "IL25" "14" 23372809 23376403 1 3594
"36286" "ENSG00000166091" "CMTM5" "14" 23376773 23379772 1 2999
"36288" "ENSG00000166126" "AMN" "14" 102922663 102933596 1 10933
"36289" "ENSG00000166128" "RAB8B" "15" 63189560 63267776 1 78216
"36290" "ENSG00000166133" "RPUSD2" "15" 40569299 40574949 1 5650
"36291" "ENSG00000166140" "ZFYVE19" "15" 40807086 40815084 1 7998
"36292" "ENSG00000166143" "PPP1R14D" "15" 40815451 40828709 -1 13258
"36293" "ENSG00000166145" "SPINT1" "15" 40844018 40858207 1 14189
"36294" "ENSG00000166147" "FBN1" "15" 48408313 48645721 -1 237408
"36295" "ENSG00000166165" "CKB" "14" 103519667 103522833 -1 3166
"36296" "ENSG00000166166" "TRMT61A" "14" 103529196 103537073 1 7877
"36297" "ENSG00000166170" "BAG5" "14" 103556545 103562657 -1 6112
"36298" "ENSG00000166173" "LARP6" "15" 70829130 70854157 -1 25027
"36299" "ENSG00000166183" "ASPG" "14" 104085686 104115582 1 29896
"36300" "ENSG00000166192" "SENP8" "15" 72114258 72143692 1 29434
"36301" "ENSG00000166200" "COPS2" "15" 49106068 49155661 -1 49593
"36302" "ENSG00000166206" "GABRB3" "15" 26543546 26939539 -1 395993
"36303" "ENSG00000166233" "ARIH1" "15" 72474330 72602987 1 128657
"36304" "ENSG00000166262" "FAM227B" "15" 49326962 49620929 -1 293967
"36305" "ENSG00000166411" "IDH3A" "15" 78131498 78171945 1 40447
"36306" "ENSG00000166415" "WDR72" "15" 53513741 53762878 -1 249137
"36307" "ENSG00000166426" "CRABP1" "15" 78340353 78348225 1 7872
"36308" "ENSG00000166428" "PLD4" "14" 104924713 104937761 1 13048
"36309" "ENSG00000166450" "PRTG" "15" 55611544 55743152 -1 131608
"36310" "ENSG00000166477" "LEO1" "15" 51938025 51971778 -1 33753
"36311" "ENSG00000166557" "TMED3" "15" 79311112 79427432 1 116320
"36312" "ENSG00000166664" "CHRFAM7A" "15" 30360566 30393849 -1 33283
"36313" "ENSG00000166710" "B2M" "15" 44711487 44718851 1 7364
"36314" "ENSG00000166734" "GOLM2" "15" 44288719 44415758 1 127039
"36315" "ENSG00000166762" "CATSPER2" "15" 43628503 43668118 -1 39615
"36316" "ENSG00000166763" "STRCP1" "15" 43699441 43718260 -1 18819
"36317" "ENSG00000166794" "PPIB" "15" 64155740 64163134 -1 7394
"36318" "ENSG00000166797" "CIAO2A" "15" 64072565 64093857 -1 21292
"36319" "ENSG00000166803" "PCLAF" "15" 64364304 64387687 -1 23383
"36320" "ENSG00000166831" "RBPMS2" "15" 64739891 64775589 -1 35698
"36321" "ENSG00000166839" "ANKDD1A" "15" 64911902 64958691 1 46789
"36322" "ENSG00000166855" "CLPX" "15" 65148219 65185342 -1 37123
"36323" "ENSG00000166887" "VPS39" "15" 42158701 42208307 -1 49606
"36324" "ENSG00000166912" "MTMR10" "15" 30938941 30991628 -1 52687
"36325" "ENSG00000166920" "C15orf48" "15" 45430579 45448761 1 18182
"36326" "ENSG00000166922" "SCG5" "15" 32641676 32697098 1 55422
"36327" "ENSG00000166923" "GREM1" "15" 32718004 32745106 1 27102
"36328" "ENSG00000166938" "DIS3L" "15" 66293217 66333898 1 40681
"36329" "ENSG00000166946" "CCNDBP1" "15" 43185118 43197177 1 12059
"36330" "ENSG00000166947" "EPB42" "15" 43197227 43221018 -1 23791
"36331" "ENSG00000166949" "SMAD3" "15" 67063763 67195173 1 131410
"36332" "ENSG00000166963" "MAP1A" "15" 43510958 43531620 1 20662
"36333" "ENSG00000167004" "PDIA3" "15" 43746394 43773279 1 26885
"36334" "ENSG00000167014" "TERB2" "15" 44956687 44979229 1 22542
"36335" "ENSG00000167139" "TBC1D21" "15" 73873564 73889214 1 15650
"36336" "ENSG00000167173" "C15orf39" "15" 75195643 75212169 1 16526
"36337" "ENSG00000167178" "ISLR2" "15" 74100311 74138540 1 38229
"36338" "ENSG00000167195" "GOLGA6C" "15" 75258334 75273455 1 15121
"36339" "ENSG00000167196" "FBXO22" "15" 75903876 75942511 1 38635
"36340" "ENSG00000167202" "TBC1D2B" "15" 77984036 78077724 -1 93688
"36341" "ENSG00000168175" "MAPK1IP1L" "14" 55051647 55070194 1 18547
"36342" "ENSG00000168229" "PTGDR" "14" 52267698 52276724 1 9026
"36343" "ENSG00000168282" "MGAT2" "14" 49620799 49623481 1 2682
"36344" "ENSG00000168348" "INSM2" "14" 35534164 35537054 1 2890
"36345" "ENSG00000168350" "DEGS2" "14" 100143957 100159645 -1 15688
"36346" "ENSG00000168398" "BDKRB2" "14" 96204679 96244166 1 39487
"36347" "ENSG00000168781" "PPIP5K1" "15" 43533462 43590208 -1 56746
"36348" "ENSG00000168803" "ADAL" "15" 43330672 43354569 1 23897
"36349" "ENSG00000168806" "LCMT2" "15" 43323649 43330582 -1 6933
"36350" "ENSG00000168852" "TPTE2P5" "13" 40812309 40921749 -1 109440
"36351" "ENSG00000168907" "PLA2G4F" "15" 42139034 42156636 -1 17602
"36352" "ENSG00000168952" "STXBP6" "14" 24809454 25050147 -1 240693
"36353" "ENSG00000168970" "JMJD7-PLA2G4B" "15" 41828095 41848155 1 20060
"36354" "ENSG00000169018" "FEM1B" "15" 68277745 68295862 1 18117
"36355" "ENSG00000169032" "MAP2K1" "15" 66386837 66491656 1 104819
"36356" "ENSG00000169062" "UPF3A" "13" 114281601 114305817 1 24216
"36357" "ENSG00000169105" "CHST14" "15" 40470984 40473158 1 2174
"36358" "ENSG00000169118" "CSNK1G1" "15" 64165525 64356173 -1 190648
"36359" "ENSG00000169208" "OR10G3" "14" 21568520 21580076 -1 11556
"36360" "ENSG00000169327" "OR5AU1" "14" 21148370 21159060 -1 10690
"36361" "ENSG00000169330" "MINAR1" "15" 79432336 79472304 1 39968
"36362" "ENSG00000169371" "SNUPN" "15" 75598083 75626469 -1 28386
"36363" "ENSG00000169375" "SIN3A" "15" 75369379 75455842 -1 86463
"36364" "ENSG00000169385" "RNASE2" "14" 20955487 20956436 1 949
"36365" "ENSG00000169397" "RNASE3" "14" 20891385 20892348 1 963
"36366" "ENSG00000169410" "PTPN9" "15" 75463251 75579315 -1 116064
"36367" "ENSG00000169413" "RNASE6" "14" 20781268 20782467 1 1199
"36368" "ENSG00000169484" "OR4K14" "14" 20014143 20019307 -1 5164
"36369" "ENSG00000169488" "OR4K15" "14" 19975591 19976565 1 974
"36370" "ENSG00000169508" "GPR183" "13" 99294539 99307399 -1 12860
"36371" "ENSG00000169684" "CHRNA5" "15" 78565520 78595269 1 29749
"36372" "ENSG00000169752" "NRG4" "15" 75935969 76059795 -1 123826
"36373" "ENSG00000169758" "TMEM266" "15" 76059958 76229121 1 169163
"36374" "ENSG00000169783" "LINGO1" "15" 77613027 77820900 -1 207873
"36375" "ENSG00000169840" "GSX1" "13" 27792483 27794768 1 2285
"36376" "ENSG00000169856" "ONECUT1" "15" 52755053 52791078 -1 36025
"36377" "ENSG00000169857" "AVEN" "15" 33858782 34075155 -1 216373
"36378" "ENSG00000169918" "OTUD7A" "15" 31475398 31870789 -1 395391
"36379" "ENSG00000169926" "KLF13" "15" 31326835 31435665 1 108830
"36380" "ENSG00000170054" "SERPINA9" "14" 94462717 94479689 -1 16972
"36381" "ENSG00000170099" "SERPINA6" "14" 94304248 94323389 -1 19141
"36382" "ENSG00000170113" "NIPA1" "15" 22773063 22829789 1 56726
"36383" "ENSG00000170236" "USP50" "15" 50494018 50546708 -1 52690
"36384" "ENSG00000170270" "GON7" "14" 93202894 93207065 -1 4171
"36385" "ENSG00000170345" "FOS" "14" 75278826 75282230 1 3404
"36386" "ENSG00000170348" "TMED10" "14" 75131469 75176612 -1 45143
"36387" "ENSG00000170468" "RIOX1" "14" 73490933 73493394 1 2461
"36388" "ENSG00000170779" "CDCA4" "14" 105009573 105021083 -1 11510
"36389" "ENSG00000170919" "TPT1-AS1" "13" 45341345 45417975 1 76630
"36390" "ENSG00000171016" "PYGO1" "15" 55538884 55588947 -1 50063
"36391" "ENSG00000171262" "FAM98B" "15" 38454127 38487710 1 33583
"36392" "ENSG00000171723" "GPHN" "14" 66507407 67181803 1 674396
"36393" "ENSG00000171763" "SPATA5L1" "15" 45402336 45421415 1 19079
"36394" "ENSG00000171766" "GATM" "15" 45361124 45402327 -1 41203
"36395" "ENSG00000171877" "FRMD5" "15" 43870761 44195271 -1 324510
"36396" "ENSG00000171914" "TLN2" "15" 62390526 62844631 1 454105
"36397" "ENSG00000171956" "FOXB1" "15" 60004234 60061730 1 57496
"36398" "ENSG00000171989" "LDHAL6B" "15" 59206843 59208588 1 1745
"36399" "ENSG00000172345" "STARD5" "15" 81309053 81324183 -1 15130
"36400" "ENSG00000172349" "IL16" "15" 81159575 81314058 1 154483
"36401" "ENSG00000172379" "ARNT2" "15" 80404350 80597933 1 193583
"36402" "ENSG00000172575" "RASGRP1" "15" 38488103 38565575 -1 77472
"36403" "ENSG00000172590" "MRPL52" "14" 22829879 22835037 1 5158
"36404" "ENSG00000172717" "FAM71D" "14" 67189393 67228550 1 39157
"36405" "ENSG00000172766" "NAA16" "13" 41311267 41377030 1 65763
"36406" "ENSG00000172915" "NBEA" "13" 34942270 35673022 1 730752
"36407" "ENSG00000173431" "RNASE8" "14" 21057822 21058455 1 633
"36408" "ENSG00000173464" "RNASE11" "14" 20583559 20609884 -1 26325
"36409" "ENSG00000173517" "PEAK1" "15" 77100656 77420144 -1 319488
"36410" "ENSG00000173546" "CSPG4" "15" 75674322 75712848 -1 38526
"36411" "ENSG00000173548" "SNX33" "15" 75647912 75662301 1 14389
"36412" "ENSG00000173988" "LRRC63" "13" 46211940 46277366 1 65426
"36413" "ENSG00000174015" "CBY2" "13" 45702320 45714559 1 12239
"36414" "ENSG00000174032" "SLC25A30" "13" 45393316 45418455 -1 25139
"36416" "ENSG00000174197" "MGA" "15" 41621134 41773081 1 151947
"36417" "ENSG00000174373" "RALGAPA1" "14" 35538352 35809304 -1 270952
"36418" "ENSG00000174405" "LIG4" "13" 108207439 108218368 -1 10929
"36419" "ENSG00000174408" "PPIAP24" "13" 106863816 106864286 -1 470
"36420" "ENSG00000174418" "RPL35P9" "13" 106425773 106426122 1 349
"36421" "ENSG00000174442" "ZWILCH" "15" 66504959 66550130 1 45171
"36422" "ENSG00000174444" "RPL4" "15" 66498015 66524532 -1 26517
"36423" "ENSG00000174446" "SNAPC5" "15" 66490135 66497780 -1 7645
"36424" "ENSG00000174450" "GOLGA6L2" "15" 23439038 23447243 -1 8205
"36425" "ENSG00000174485" "DENND4A" "15" 65658046 65792293 -1 134247
"36426" "ENSG00000174498" "IGDCC3" "15" 65327127 65378002 -1 50875
"36427" "ENSG00000175198" "PCCA" "13" 100089015 100530437 1 441422
"36428" "ENSG00000175202" "HIGD2B" "15" 72675798 72686182 -1 10384
"36429" "ENSG00000175265" "GOLGA8A" "15" 34379068 34437808 -1 58740
"36430" "ENSG00000175318" "GRAMD2A" "15" 72159806 72197787 -1 37981
"36431" "ENSG00000175344" "CHRNA7" "15" 31923438 32173018 1 249580
"36432" "ENSG00000175664" "TEX26" "13" 30932656 30975500 1 42844
"36433" "ENSG00000175676" "GOLGA8DP" "15" 23157366 23170711 1 13345
"36434" "ENSG00000175699" "CCDC197" "14" 93987225 94008863 1 21638
"36435" "ENSG00000175746" "LINC02915" "15" 39250682 39254845 1 4163
"36436" "ENSG00000175779" "LINC02694" "15" 38628005 39180499 1 552494
"36437" "ENSG00000175785" "PRIMA1" "14" 93718298 93788485 -1 70187
"36438" "ENSG00000175820" "CCDC168" "13" 102729367 102759072 -1 29705
"36439" "ENSG00000175985" "PLEKHD1" "14" 69484692 69531551 1 46859
"36441" "ENSG00000176124" "DLEU1" "13" 50082169 50906856 1 824687
"36442" "ENSG00000176153" "GPX2" "14" 64939152 64942746 -1 3594
"36443" "ENSG00000176165" "FOXG1" "14" 28766787 28770277 1 3490
"36444" "ENSG00000176198" "OR11H4" "14" 20239286 20244349 1 5063
"36445" "ENSG00000176219" "OR11H6" "14" 20223710 20224702 1 992
"36446" "ENSG00000176230" "OR4K17" "14" 20110739 20122199 1 11460
"36447" "ENSG00000176246" "OR4L1" "14" 20060045 20060983 1 938
"36448" "ENSG00000176253" "OR4K13" "14" 20029399 20036038 -1 6639
"36449" "ENSG00000176268" "CYCSP34" "13" 40863599 40863902 -1 303
"36450" "ENSG00000176281" "OR4K5" "14" 19920607 19921578 1 971
"36451" "ENSG00000176290" "OR4K3" "14" 19868197 19869143 -1 946
"36452" "ENSG00000176294" "OR4N2" "14" 19719015 19830253 1 111238
"36453" "ENSG00000176299" "OR4M1" "14" 19773504 19783696 1 10192
"36454" "ENSG00000176312" "OR4H12P" "14" 19759868 19760774 1 906
"36455" "ENSG00000176435" "CLEC14A" "14" 38254000 38256093 -1 2093
"36456" "ENSG00000176438" "SYNE3" "14" 95407266 95516650 -1 109384
"36457" "ENSG00000176454" "LPCAT4" "15" 34358633 34367196 -1 8563
"36458" "ENSG00000176473" "WDR25" "14" 100376418 100530303 1 153885
"36459" "ENSG00000176605" "LINC02914" "14" 98711613 98717761 1 6148
"36460" "ENSG00000176753" "PAK6-AS1" "15" 40250664 40252969 -1 2305
"36462" "ENSG00000176903" "PNMA1" "14" 73711783 73714384 -1 2601
"36463" "ENSG00000177108" "ZDHHC22" "14" 77131270 77142734 -1 11464
"36464" "ENSG00000177197" "PCNPP5" "13" 48328084 48328564 -1 480
"36465" "ENSG00000177350" "RPL13AP3" "14" 55766177 55767717 1 1540
"36466" "ENSG00000177465" "ACOT4" "14" 73591873 73595766 1 3893
"36469" "ENSG00000177776" "RPS2P2" "14" 74377818 74378418 -1 600
"36470" "ENSG00000177971" "IMP3" "15" 75639085 75648706 -1 9621
"36471" "ENSG00000178081" "ULK4P3" "15" 30103720 30131757 1 28037
"36473" "ENSG00000178115" "GOLGA8Q" "15" 30552050 30565684 1 13634
"36474" "ENSG00000178235" "SLITRK1" "13" 83877205 83882474 -1 5269
"36475" "ENSG00000178695" "KCTD12" "13" 76880175 76886405 -1 6230
"36476" "ENSG00000178718" "RPP25" "15" 74954418 74956772 -1 2354
"36477" "ENSG00000178734" "LMO7DN" "13" 75871038 75883811 1 12773
"36478" "ENSG00000178741" "COX5A" "15" 74919791 74938083 -1 18292
"36479" "ENSG00000178761" "FAM219B" "15" 74899992 74906883 -1 6891
"36480" "ENSG00000178802" "MPI" "15" 74890005 74902219 1 12214
"36481" "ENSG00000178974" "FBXO34" "14" 55271344 55370053 1 98709
"36482" "ENSG00000178997" "EXD1" "15" 41182725 41230757 -1 48032
"36483" "ENSG00000179008" "C14orf39" "14" 60396469 60515543 -1 119074
"36484" "ENSG00000179141" "MTUS2-AS1" "13" 29476515 29490105 -1 13590
"36485" "ENSG00000179151" "EDC3" "15" 74630558 74696292 -1 65734
"36486" "ENSG00000179335" "CLK3" "15" 74598500 74645414 1 46914
"36487" "ENSG00000179361" "ARID3B" "15" 74541206 74598131 1 56925
"36488" "ENSG00000179362" "HMGN2P46" "15" 45511136 45586290 1 75154
"36489" "ENSG00000179364" "PACS2" "14" 105300563 105398147 1 97584
"36490" "ENSG00000179399" "GPC5" "13" 91398621 92873682 1 1475061
"36491" "ENSG00000179454" "KLHL28" "14" 44924324 45042322 -1 117998
"36492" "ENSG00000179455" "MKRN3" "15" 23565674 23630075 1 64401
"36493" "ENSG00000179476" "C14orf28" "14" 44897275 44907257 1 9982
"36494" "ENSG00000179523" "EIF3J-DT" "15" 44527257 44537046 -1 9789
"36495" "ENSG00000179600" "GPHB5" "14" 63312835 63318935 -1 6100
"36496" "ENSG00000179611" "DGKZP1" "13" 43968424 43971199 1 2775
"36497" "ENSG00000179627" "ZBTB42" "14" 104800596 104804712 1 4116
"36498" "ENSG00000179630" "LACC1" "13" 43879284 43893932 1 14648
"36499" "ENSG00000179636" "TPPP2" "14" 21024109 21036276 1 12167
"36500" "ENSG00000179813" "FAM216B" "13" 42781550 42791549 1 9999
"36501" "ENSG00000179841" "AKAP5" "14" 64465499 64474503 1 9004
"36502" "ENSG00000179933" "C14orf119" "14" 23095505 23100456 1 4951
"36503" "ENSG00000179938" "GOLGA8J" "15" 30082955 30096690 1 13735
"36504" "ENSG00000180008" "SOCS4" "14" 55027230 55049489 1 22259
"36505" "ENSG00000180138" "CSNK1A1L" "13" 37103259 37105664 -1 2405
"36506" "ENSG00000180189" "HMGB1P14" "14" 58284773 58285363 1 590
"36507" "ENSG00000180229" "HERC2P3" "15" 20379495 20506180 -1 126685
"36508" "ENSG00000180304" "OAZ2" "15" 64687573 64703281 -1 15708
"36509" "ENSG00000180332" "KCTD4" "13" 45192853 45201045 -1 8192
"36510" "ENSG00000180357" "ZNF609" "15" 64460578 64686068 1 225490
"36511" "ENSG00000180389" "ATP5F1EP2" "13" 27945260 27945415 1 155
"36512" "ENSG00000180440" "SERTM1" "13" 36674020 36697839 1 23819
"36513" "ENSG00000180660" "MAB21L1" "13" 35473789 35476689 -1 2900
"36514" "ENSG00000180662" "RPL21P8" "14" 65467807 65468341 -1 534
"36515" "ENSG00000180730" "SHISA2" "13" 26044597 26052016 -1 7419
"36517" "ENSG00000180953" "ST20" "15" 79898840 79923702 -1 24862
"36518" "ENSG00000180979" "LRRC57" "15" 42537820 42548802 -1 10982
"36519" "ENSG00000180998" "GPR137C" "14" 52552836 52637713 1 84877
"36520" "ENSG00000181358" "CTAGE10P" "13" 49890591 49892998 1 2407
"36521" "ENSG00000181552" "EDDM3B" "14" 20768404 20770948 1 2544
"36522" "ENSG00000181562" "EDDM3A" "14" 20745887 20748380 1 2493
"36523" "ENSG00000181619" "GPR135" "14" 59429022 59465380 -1 36358
"36524" "ENSG00000181803" "OR6S1" "14" 20640696 20641691 -1 995
"36525" "ENSG00000181827" "RFX7" "15" 56087280 56245082 -1 157802
"36526" "ENSG00000181984" "GOLGA8CP" "15" 20562375 20575696 1 13321
"36527" "ENSG00000182107" "TMEM30B" "14" 61277370 61281761 -1 4391
"36528" "ENSG00000182117" "NOP10" "15" 34341719 34343136 -1 1417
"36529" "ENSG00000182185" "RAD51B" "14" 67819779 68730218 1 910439
"36530" "ENSG00000182218" "HHIPL1" "14" 99645129 99680569 1 35440
"36531" "ENSG00000182256" "GABRG3" "15" 26971181 27541984 1 570803
"36532" "ENSG00000182346" "DAOA" "13" 105465867 105491034 1 25167
"36533" "ENSG00000182400" "TRAPPC6B" "14" 39147811 39170532 -1 22721
"36534" "ENSG00000182405" "PGBD4" "15" 34102083 34108686 1 6603
"36535" "ENSG00000182512" "GLRX5" "14" 95533503 95544724 1 11221
"36536" "ENSG00000182521" "TBPL2" "14" 55413541 55456726 -1 43185
"36537" "ENSG00000182545" "RNASE10" "14" 20505537 20511169 1 5632
"36539" "ENSG00000182636" "NDN" "15" 23685400 23687305 -1 1905
"36540" "ENSG00000182652" "OR4Q3" "14" 19743571 19749469 1 5898
"36541" "ENSG00000182718" "ANXA2" "15" 60347134 60402883 -1 55749
"36542" "ENSG00000182732" "RGS6" "14" 71932429 72566530 1 634101
"36543" "ENSG00000182809" "CRIP2" "14" 105472962 105480162 1 7200
"36544" "ENSG00000182950" "ODF3L1" "15" 75724041 75727688 1 3647
"36545" "ENSG00000182968" "SOX1" "13" 112067149 112071706 1 4557
"36546" "ENSG00000182974" "OR4M2B" "15" 21637909 21638992 1 1083
"36547" "ENSG00000182979" "MTA1" "14" 105419820 105470729 1 50909
"36548" "ENSG00000183032" "SLC25A21" "14" 36677921 37172606 -1 494685
"36549" "ENSG00000183087" "GAS6" "13" 113820549 113864076 -1 43527
"36550" "ENSG00000183092" "BEGAIN" "14" 100537147 100587417 -1 50270
"36551" "ENSG00000183098" "GPC6" "13" 93226807 94408020 1 1181213
"36552" "ENSG00000183324" "REC114" "15" 73443164 73560013 1 116849
"36553" "ENSG00000183379" "SYNDIG1L" "14" 74405894 74426210 -1 20316
"36554" "ENSG00000183463" "URAD" "13" 27977717 27988693 -1 10976
"36555" "ENSG00000183476" "SH2D7" "15" 78077808 78104370 1 26562
"36556" "ENSG00000183484" "GPR132" "14" 105049395 105065445 -1 16050
"36557" "ENSG00000183496" "MEX3B" "15" 82041778 82046119 -1 4341
"36558" "ENSG00000183576" "SETD3" "14" 99397748 99480889 -1 83141
"36559" "ENSG00000183578" "TNFAIP8L3" "15" 51056598 51105276 -1 48678
"36560" "ENSG00000183629" "GOLGA8G" "15" 28519611 28533014 -1 13403
"36561" "ENSG00000183648" "NDUFB1" "14" 92116122 92121917 -1 5795
"36562" "ENSG00000183706" "OR4N4" "15" 22094522 22095472 1 950
"36563" "ENSG00000183722" "LHFPL6" "13" 39209116 39603528 -1 394412
"36564" "ENSG00000183828" "NUDT14" "14" 105172938 105181323 -1 8385
"36565" "ENSG00000184226" "PCDH9" "13" 66302834 67230445 -1 927611
"36566" "ENSG00000184227" "ACOT1" "14" 73537143 73543796 1 6653
"36567" "ENSG00000184302" "SIX6" "14" 60509146 60512850 1 3704
"36568" "ENSG00000184304" "PRKD1" "14" 29576479 30191898 -1 615419
