Raw counts of sequencing reads (TPM)																
		Sample name														
		Donor1_M0	Donor1_M1	Donor1_M2IL10	Donor1_M2IL4	Donor1_TAMlike	Donor2_M0	Donor2_M1	Donor2_M2IL10	Donor2_M2IL4	Donor2_TAMlike	Donor3_M0	Donor3_M1	Donor3_M2IL10	Donor3_M2IL4	Donor3_TAMlike
		Sample number														
		Sp1_M0	Sp1_M1	Sp1_M2IL10	Sp1_M2IL4	Sp1_TAMlike	Sp2_M0	Sp2_M1	Sp2_M2IL10	Sp2_M2IL4	Sp2_TAMlike	Sp3_M0	Sp3_M1	Sp3_M2IL10	Sp3_M2IL4	Sp3_TAMlike
ID	symbol															
ENSG00000178125	PPP1R42	0.07	0.1	0.19	0	0	0	0	0	0.13	0	0	0	0.13	0	0.09
ENSG00000178127	NDUFV2	94.84	66.22	152.89	148.98	80.56	102.77	82.36	117	121.32	81.44	113.61	99.74	77.85	170.91	41.61
ENSG00000178130	FAM27L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178146		0.04	0.22	0.05	0.05	0.06	0	0	0	0	0	0	0.19	0.03	0	0
ENSG00000178149	DALRD3	5.33	4.66	4.58	5.18	5.69	5.38	2.22	4.59	3.97	3.96	5.05	3.59	5.16	4.8	3.99
ENSG00000178150	ZNF114	0.57	0.08	0.6	0.45	0.49	0.28	0.11	0.29	0.07	0.24	0.24	0.13	0.46	0.22	0.17
ENSG00000178162		0.1	0.03	0.12	0.29	0.17	0.11	0.18	0.18	0.52	0.07	0.07	0.28	0.16	0.25	0.12
ENSG00000178163	ZNF518B	5.45	6.18	5.27	5.31	6.79	5.3	5.74	4.52	5.78	5.19	4.98	6.3	4.59	4.92	3.6
ENSG00000178171	FAM123C	0.01	0.01	0.01	0	0.02	0	0.01	0.01	0	0.01	0	0.01	0.01	0.02	0.01
ENSG00000178172	SPINK6	0.36	0	1.02	0.25	0	0.29	0	1.38	0.44	0.05	0.28	0.08	1.3	0.89	0
ENSG00000178175	ZNF366	0.25	0.14	0.05	5.29	0.12	1.98	20.01	0.46	10.18	0.28	4.94	11.42	1.19	26.78	0.68
ENSG00000178177	LCORL	10.81	16.54	10.91	10.78	12.04	13.43	13.08	9.99	10.76	12.85	12.45	13.55	11.04	8.79	10.57
ENSG00000178184	PARD6G	0.07	0.04	0.07	0.06	0.07	0.04	0.01	0.08	0.06	0.05	0.07	0.07	0.04	0.16	0.09
ENSG00000178187	ZNF454	0	0	0.02	0	0.03	0	0.06	0	0	0	0	0	0	0.02	0
ENSG00000178188	SH2B1	13.58	12.17	14.82	11.5	16.74	11.51	11.47	11.5	13.32	16	12.89	12.75	15.67	9.9	20.16
ENSG00000178193		0.3	0.14	0.41	0.44	0.18	0.32	0.15	0.06	0.06	0.49	0.33	0.17	0.29	0.31	0.13
ENSG00000178199	ZC3H12D	6.77	8.73	9.29	6.66	5.27	4.87	3.36	6.06	3.36	4.81	5.8	3.2	10.71	2.99	5.47
ENSG00000178201	VN1R1	0.04	0	0.05	0.02	0.03	0.11	0.05	0.16	0.13	0.32	0.34	0.1	0.24	0.22	0.09
ENSG00000178202	KDELC2	9.66	12.22	10.96	12.66	2.35	8.21	24.04	9.11	6.92	1.78	8.51	12.75	4.79	6.4	2.21
ENSG00000178209	PLEC	78.58	70.84	89.04	117.97	64.97	54.56	8.88	62.06	77.32	26.19	44.66	18.95	50.26	92.34	37.16
ENSG00000178217	SH2D4B	0	0	0.01	0.01	0.01	0.09	0.02	0.04	0	0.02	0	0.01	0.1	0	0.05
ENSG00000178222	RNF212	0.34	0.33	0.31	0.07	0.38	0.15	0.24	0.29	0.02	0.24	0.31	0.14	0.18	0.13	0.6
ENSG00000178226	PRSS36	10.69	7.84	17.4	9.27	11.29	7.99	1.28	12.88	5.72	7.82	6.72	2.12	14.74	3.19	11.98
ENSG00000178229	ZNF543	1.11	0.98	1.1	1.43	1.25	0.92	0.66	0.74	0.93	0.93	0.72	0.67	0.74	0.95	0.72
ENSG00000178233	TMEM151B	0.02	0.07	0.02	0.06	0	0	0.23	0	0	0.01	0	0.14	0.02	0.03	0.07
ENSG00000178234	GALNT11	24.55	9.34	23.3	17.1	16.53	20.9	5.93	20.66	16.07	16.54	16.74	8.6	19.39	14.03	12.57
ENSG00000178235	SLITRK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178243	C9orf62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178248		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178252	WDR6	47.47	36.75	46.72	54.63	45.43	45.2	33.12	25.4	55.11	47.94	43.65	40.26	34.16	46.95	62.62
ENSG00000178257	PRM3	0	0.05	0	0	0	0	0.07	0	0	0.09	0	0.17	0	0.06	0
ENSG00000178279	TNP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178287	SPAG11A	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0
ENSG00000178295	GEN1	4.97	3.56	3.44	5.49	2.83	7.05	11.24	4.84	7.07	3.49	9.6	6.76	4.64	6.29	3.23
ENSG00000178297	TMPRSS9	0.02	0.02	0.05	0.05	0.07	0.02	0.07	0.07	0.02	0.03	0	0.04	0.07	0.03	0.03
ENSG00000178301	AQP11	0.21	0.52	0.12	0.25	0.04	0.15	0.5	0.04	0.12	0.05	0.24	0.37	0.16	0.13	0.14
ENSG00000178307	TMEM11	10.83	10.9	10.82	11.29	9.22	9.39	8.87	10	9.89	8.1	10.5	8.41	7.75	10.62	8.89
ENSG00000178338	ZNF354B	3.45	4.4	3.11	3.74	3.7	3.71	2.76	3.85	4.75	5.77	3.35	3.22	3.42	4.09	3.58
ENSG00000178342	KCNG2	0.03	0	0.05	0.04	0	0.02	0	0.03	0.01	0.03	0.03	0	0.03	0.01	0.03
ENSG00000178343	SHISA3	0	0	0	0	0	0.03	0.04	0	0.07	0	0.02	0.02	0	0.2	0.01
ENSG00000178358	OR2D3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178363	CALML3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178372	CALML5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178381	ZFAND2A	10.23	14.32	12.5	9.82	12.35	8.58	16.58	7.58	9.66	8.31	6.67	18.99	6.79	11.72	5.94
ENSG00000178385	PLEKHM3	3.16	3.08	3.79	2.93	2.85	3.27	10.65	2.67	9.11	3.7	4.63	21.79	4.49	6.74	3.26
ENSG00000178386	ZNF223	4.45	5.12	3.77	4.78	5.68	3.96	3.49	4.07	3.36	5.27	3.62	4.53	3.29	4.15	6.88
ENSG00000178394	HTR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178395	C1orf65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178397	FAM220A	56.76	58.79	47.53	36.5	51.72	51.7	55.69	35.06	51.82	37.53	24.21	29.99	21.07	9.12	44.15
ENSG00000178401	DNAJC22	0.04	0.02	0.09	0.02	0.03	0.01	0.05	0.02	0.03	0.02	0.23	0.04	0.02	0.03	0.04
ENSG00000178403	NEUROG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178404		0.48	0.45	0.52	0.55	0.73	0.21	0.08	0.14	0.08	0.25	1.03	0.5	0.57	0.58	1.17
ENSG00000178409	BEND3	0.26	0.34	0.33	0.44	0.19	0.27	0.4	0.19	0.54	0.13	0.25	0.33	0.21	0.52	0.19
ENSG00000178412		0.02	0.03	0	0.01	0.02	0	0	0	0.02	0.07	0	0.01	0	0.02	0.03
ENSG00000178425	NT5DC1	19.09	16.13	11.59	12.21	15.52	19.39	18.58	9.23	12.46	24.39	17.67	16.54	11.36	10.74	21.36
ENSG00000178429	RPS3AP5	0.28	0.69	0.2	0.51	0.41	0.68	0.72	0.24	1.73	0.27	0.37	0.17	0.45	0.29	0.49
ENSG00000178440		1.41	0.46	0.51	1.42	1.92	0.76	2.15	1.19	1.25	0.61	1.02	0.55	0.79	0.76	0.16
ENSG00000178445	GLDC	0.11	0.17	0.15	0.1	0.55	0.01	0.05	0	0.07	0.13	0.16	0.28	0.26	0.24	0.33
ENSG00000178449	COX14	24.09	21.42	19.16	23.76	20.75	33.84	22.77	30.79	25.45	33.76	34.25	31.53	27.85	31.52	31.45
ENSG00000178457	LINC00314	0.36	0	0.12	0.27	0.26	0.06	0.4	0.06	0.33	0	0.05	0.3	0.16	0.19	0.07
ENSG00000178458	H3F3AP6	3.35	2.45	4.01	3.43	3.44	1.06	1.22	2.35	0.49	2.01	2.88	1.84	1.43	0.35	2.69
ENSG00000178460	C8orf45	0.21	0.46	0.46	0.52	0.61	0.67	0.18	0.27	0.59	0.47	0.61	0.09	0.18	0.42	0.27
ENSG00000178462	TUBAL3	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0
ENSG00000178464		2.1	2.91	2.52	3.31	2.94	1.6	0.95	1.09	2.85	1.41	2.52	0.89	1.55	3.1	1.4
ENSG00000178467	P4HTM	6.31	7.84	6.08	8.4	15.28	5.2	2.01	6.67	6.9	11.37	6.41	4.76	6.97	5.03	12.3
ENSG00000178473	UCN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178498	DTX3	0.03	0.01	0.03	0	0.13	0	0.01	0	0	0.02	0	0.05	0.05	0.02	0
ENSG00000178502	KLHL11	1.23	1.3	1.1	1.08	1.07	1.3	1.13	1.18	0.88	1.37	1.07	1.6	1.29	1.23	1.01
ENSG00000178503		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178522	AMBN	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0
ENSG00000178531	CTXN1	0	0	0.01	0	0	0.01	0	0	0.02	0	0.01	0	0.02	0.04	0
ENSG00000178537	SLC25A20	15.09	15.04	11.42	12.96	6.4	19.85	19.82	14.84	18.71	17.84	19.49	16.22	14.15	23.74	14.36
ENSG00000178538	CA8	0	0	0.25	0	0	0	0	0	0.02	0	0	0.01	0.02	0	0
ENSG00000178556	CKS1BP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178562	CD28	14.22	1.29	22.66	2.92	19.43	14.56	0.03	29.68	4.1	16.09	2.42	0.05	5.51	0.25	8.36
ENSG00000178567	EPM2AIP1	4.34	7.17	4.12	4.71	6.05	6.28	24.6	3.21	5.41	4.83	5.84	26.66	3.53	6	4.04
ENSG00000178568	ERBB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178573	MAF	37.75	8.99	45.96	54.85	56.74	33.62	0.11	38.25	15.95	51.75	25.88	0.75	39.8	19.45	43.18
ENSG00000178585	CTNNBIP1	17.8	13.68	15.13	20.74	12.84	15.25	0.94	9.64	6.52	15.39	12.22	1.87	13.55	9.1	12.87
ENSG00000178586	OR6B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178591	DEFB125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178596	GAPDHP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178597	PSAPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178602	OTOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178605	GTPBP6	3.4	2.31	3.64	4.79	2.84	3.47	2.53	3.05	3.51	3.67	3.97	2.37	3.34	3.65	4.02
ENSG00000178607	ERN1	3.8	13.3	2.29	4.16	5.75	4.69	9.49	2.74	5.7	5.34	5.1	14.72	4.83	8.94	5.93
ENSG00000178623	GPR35	4.62	3.14	3.38	14.83	7.39	9.3	0.77	5.33	45.94	8.17	3.42	0.31	1.32	30.1	3.98
ENSG00000178631	ACTG1P1	0.23	0.3	0.2	0.32	0.21	0.09	0.07	0.1	0.08	0.14	0.17	0.03	0.08	0.1	0.13
ENSG00000178636		0.23	0.11	0.13	0.03	0.15	0.07	0.16	0.03	0.02	0.03	0.06	0.17	0.1	0.09	0.1
ENSG00000178645	C10orf53	0	0	0.02	0.02	0	0	0.04	0	0	0.03	0.01	0	0.01	0	0
ENSG00000178654		0	0	0	0.07	0	0.06	0	0	0.22	0	0.07	0.07	0	0.06	0
ENSG00000178660	ARMC10P1	0	0	0	0	0	0	0	0	0.1	0.07	0	0	0	0.07	0
ENSG00000178662	CSRNP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178665	ZNF713	1.37	1.21	1.19	1.08	1.26	1.22	0.75	1.22	2.04	1.61	1.61	1.43	0.85	1.12	1.15
ENSG00000178685	PARP10	10.44	30.08	9.88	8.66	16.9	10.49	91.48	10.3	7.04	15.32	10.04	80.66	9.07	11.07	17.65
ENSG00000178690	C18orf26	0.15	0.1	0.06	0.27	0.15	0	0.22	0.06	0.23	0.18	0.15	0.37	0.16	0.12	0.14
ENSG00000178691	SUZ12	20.09	19.34	14.36	21.5	19.44	17.28	32	13.49	21.53	16.9	19.09	25.59	12.29	18.27	13.73
ENSG00000178694	NSUN3	7.42	12.09	8.28	8.75	8.69	8.73	13.98	8.07	10.24	8.66	8.63	13.55	7.3	7.71	5.84
ENSG00000178695	KCTD12	130.72	210.46	182.75	165.28	218.58	150.19	19.4	167.59	48.06	178.67	99.47	44.61	118.92	32.65	99.05
ENSG00000178700	DHFRL1	3.13	4.06	3.67	3.64	4.83	4.79	2.96	3.8	4.18	3.73	4.34	3.01	3.69	3.6	3.66
ENSG00000178715		0.34	0.19	0.18	0.29	0	0	0.13	0	0	0	0.17	0.16	0	0.06	0.36
ENSG00000178718	RPP25	3.34	1.41	3.54	2.65	1.93	2.77	0.26	3.12	0.85	3.11	2.09	0.45	2.42	0.94	3.6
ENSG00000178719	GRINA	125.08	351.65	164.06	111.17	275.74	134.54	583.43	156.86	143.12	229.83	107.57	648.7	177.42	104.21	224.55
ENSG00000178722	C5orf64	0.07	0.03	0.18	0.21	0.17	0.14	0.11	0.21	0.4	0.1	0.1	0.33	0.19	0.37	0.14
ENSG00000178723	GLULP4	0.04	0.07	0.08	0.04	0	0.03	0.04	0.37	0.1	0.02	0.02	0.06	0.16	0.04	0.02
ENSG00000178726	THBD	16.26	1.62	12.35	34.57	58.09	3.93	0	12.05	9.99	5.88	1.83	0.02	2.74	8.06	5.02
ENSG00000178732	GP5	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0.01	0.01	0
ENSG00000178734		0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.02	0.03
ENSG00000178741	COX5A	210.77	132.14	194.58	277.22	114.67	237.42	119.48	193.12	249.05	147.89	233.84	104.48	159.03	205.08	156.79
ENSG00000178750	STX19	0.06	0.18	0.17	0.25	0.11	0.04	0	0	0	0	0	0	0.03	0	0
ENSG00000178752	FAM132B	0	0.06	0.06	0.31	0	0.01	0.13	0.11	0.32	0.13	0.25	0.51	0.25	1.09	0.02
ENSG00000178761	FAM219B	53.64	36.26	73.71	23.46	82.25	55.82	24.4	92.07	43.79	49.28	34.18	22.06	61.21	21.09	66.68
ENSG00000178762	HIST1H2BPS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178764	ZHX2	3	7.22	4.4	0.82	4.2	1.57	11	2.68	3.08	2.31	1.68	9.72	3.95	3.44	2.45
ENSG00000178772	CPN2	0.01	0.06	0.03	0.03	0.06	0.02	0.08	0.02	0	0.06	0.02	0.09	0.02	0.03	0.02
ENSG00000178773	CPNE7	0.06	0	0	0.04	0	0.12	0.07	0	0	0	0.11	0	0.07	0.17	0.05
ENSG00000178776	C5orf46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178789	CD300LB	5.93	0.39	0.73	5.25	25	3.95	0.02	0.83	7.36	13.42	6.58	0.23	1.24	21.63	12.51
ENSG00000178795	GDPD4	0.96	0.09	1.11	0.59	0.69	0.82	0.01	0.34	0	0.57	0.15	0.02	0.58	0.06	0.37
ENSG00000178796	RIIAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178802	MPI	18.19	8.44	13.88	15.15	33	13.43	6.49	12.1	8.82	14.05	8.61	3.97	9.4	10.99	14.53
ENSG00000178803	C22orf45	0.03	0.08	0.05	0.05	0.22	0.02	0.58	0.03	0.16	0.03	0.07	0.39	0.04	0.05	0.06
ENSG00000178804	H1FOO	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.02	0
ENSG00000178809	TRIM73	0.75	0.79	1.31	0.94	2.89	0.55	1.06	0.28	0.18	1.55	1.24	1.09	1	0.46	2.22
ENSG00000178814	OPLAH	1.75	1.23	2.42	1.5	3.01	1.59	0.21	1.45	1.77	1.6	2.29	0.75	2.82	1.68	3.09
ENSG00000178821	TMEM52	0.05	0	0	0.01	0.16	0.09	0.01	0.1	0.17	0.09	0.06	0	0.13	0.23	0.17
ENSG00000178826	TMEM139	0.06	0.05	0.11	0.07	0	0	1.83	0.02	0	0.07	0	3.19	0.04	0.01	0.07
ENSG00000178828	RNF186	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0
ENSG00000178836		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178852	C17orf57	1.22	2.01	1.38	2.16	2.88	4.62	1.98	3.75	3.73	4.18	6.13	3.06	3.9	4.37	2.99
ENSG00000178860	MSC	4.65	52.66	3.76	41.04	5.56	12.28	369.44	4.9	96.18	2.12	28.31	408.83	7.99	57	4.86
ENSG00000178878	APOLD1	0.03	0.08	0.03	0.04	0.15	0.04	0.31	0.03	0.02	0.33	0.07	0.34	0.18	0.09	0.14
ENSG00000178882	FAM101A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178896	EXOSC4	3.38	4.87	4.14	6.59	7.44	3.88	2.85	4.11	9.59	4.16	5.29	4.5	3.08	6.83	2.71
ENSG00000178904	DPY19L3	7.15	5.41	4.53	5.3	5.64	8.28	1.57	7.77	5.72	7.83	6.72	2.91	5.47	3.8	5.79
ENSG00000178913	TAF7	31.41	47.07	32.58	32.83	45.79	37.22	51.74	31.26	32.37	38.58	31.58	50.45	26.57	25.28	24.45
ENSG00000178917	ZNF852	1.8	1.47	1.54	1.19	1.98	1.12	1.34	1.28	0.78	1.61	1.35	0.94	0.95	1.11	1.37
ENSG00000178919	FOXE1	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0
ENSG00000178921	PFAS	7.68	3.46	5.23	15.97	3.64	6.55	1.57	3.57	10.75	2.82	5.29	1.28	3.96	14.35	4.35
ENSG00000178922	HYI	4.19	1.23	3.21	3.05	5.3	3.47	0.79	4.35	1.75	7.23	3.21	1.04	3.03	3.99	5.25
ENSG00000178927	C17orf62	108.83	220.54	318.05	158.37	207.19	128.09	346.59	253.83	109.1	156.21	100.79	305.16	225.97	106.3	138.1
ENSG00000178928	TPRX1	0.37	0.08	0.21	0.1	0.18	0.73	0.02	0.38	0.26	0.83	0.28	0.07	0.36	0.23	0.54
ENSG00000178934	LGALS7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178935	ZNF552	5.03	3.57	4.79	3.95	6.88	5.69	3.26	4.52	2.19	6.49	4.04	3.03	3.64	3.08	5.02
ENSG00000178947	LINC00086	0	0.01	0	0.01	0.03	0.01	0	0	0.01	0.03	0.01	0	0.01	0	0.04
ENSG00000178950	GAK	52.9	54.06	54.59	56.84	43.72	37.85	60.71	38.51	45.73	39.38	50.09	55.49	43.9	56.25	42.48
ENSG00000178951	ZBTB7A	3.4	4.61	4.58	4.93	6.2	3.95	4	4.07	3.94	4.16	4.96	5.09	4.84	3.58	4.74
ENSG00000178952	TUFM	140.08	90.55	122.44	206.46	101.24	113.46	54.24	120.14	189.12	110.13	127.87	54.14	118.06	212.23	124.87
ENSG00000178965	C1orf173	0	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0.02	0.02
ENSG00000178966	RMI1	9.01	11.1	8.13	10.27	6.53	8.24	10.6	7.08	8.69	6.3	9.77	8.36	5.78	7.38	3.27
ENSG00000178971	CTC1	29.36	27.44	23	23.49	31.82	23.38	38.64	19.4	13.91	16.38	16.99	27.9	18.75	17.07	20.8
ENSG00000178974	FBXO34	7.92	9.42	10.1	6.69	11.35	7.44	7.52	8.08	5.6	9.31	8.1	9.93	9.22	7.73	8.27
ENSG00000178977	LINC00324	1.54	0.54	0.76	0.36	2.39	1.78	0.15	1.29	0.32	3.26	1.92	0.5	1.59	0.44	3.29
ENSG00000178980	SEPW1	51.53	115.14	84	105.02	84.26	82.03	149.57	118.45	80.11	57.17	75.92	136.09	100.9	73.22	47.97
ENSG00000178982	EIF3K	153.28	91.53	113.04	184.07	74.72	155.91	48.12	124.92	185.6	121.89	169.16	56.6	119.76	175.86	130.38
ENSG00000178988	MRFAP1L1	21.84	22.54	19.24	20.39	23.66	21.39	17.48	19.54	17.58	27.98	22.13	20.69	17.36	15.38	17.41
ENSG00000178996	SNX18	11.33	15.96	19.16	10.35	23.6	14.8	5.98	16.48	3.71	20.83	11.01	17.21	16.77	3.19	14.53
ENSG00000178997	EXD1	0.03	0	0.04	0.03	0.02	0.03	0.04	0.02	0	0	0.03	0.08	0.08	0.09	0.04
ENSG00000178999	AURKB	0.41	0.13	0.28	0.12	0.54	0.67	0	0.58	0.13	1.72	7.35	0.27	2.24	0.45	6.62
ENSG00000179002	TAS1R2	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0
ENSG00000179008	C14orf39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179010	MRFAP1	86.14	91.04	98.51	113.85	112.68	97.8	90.97	93.84	109.26	108.76	91.36	94.69	78.39	82.99	76.38
ENSG00000179021	C3orf38	20.01	24.89	20.25	17.69	16.55	23.75	57.35	26.08	24.22	20.69	23.24	34.65	20.59	19.04	13.74
ENSG00000179023	KLHDC7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179028		0.02	0	0.01	0.01	0.01	0	0	0	0	0	0	0	0	0	0
ENSG00000179029	TMEM107	11.98	10.91	14.12	9.21	17.69	12.94	2.17	11.53	6.09	18.64	13.86	4.78	18.04	4.34	19.93
ENSG00000179031		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179038		0	0.11	0.11	0.07	0.28	0.11	0.2	0.31	0.22	0.14	0.13	0.09	0.21	0.26	0.11
ENSG00000179041	RRS1	3.48	3.2	3.48	10.25	1.13	3.5	1.38	3.48	9	1.97	3.19	0.92	1.44	6.96	1.52
ENSG00000179044	EXOC3L1	0.15	0.57	0.14	0.15	0.08	0.15	0.57	0.14	0.13	0.01	0.07	0.75	0.05	0.04	0.08
ENSG00000179046	TRIML2	0.06	0.32	0.43	0.28	0.86	0.09	0.19	0.09	0	0.09	0.25	0.25	0.26	0.25	0.63
ENSG00000179051	RCC2	16.3	21.98	19.19	24.57	18.14	16.28	14.87	13.99	26.16	22.46	20.18	14.14	14.69	24.42	19.22
ENSG00000179055	OR13D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04
ENSG00000179057	IGSF22	5	2.01	2.74	1.15	7.44	6.65	0.35	4.48	1.23	18.18	7.8	0.79	10.1	0.79	12.63
ENSG00000179058	C9orf50	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0
ENSG00000179059	ZFP42	0.04	0.09	0.07	0.02	0.14	0.02	0.18	0.03	0.05	0.06	0.09	0.14	0.08	0.05	0.11
ENSG00000179066		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179071	CCDC89	0.04	0	0.06	0.01	0	0	0	0	0	0.03	0	0	0.02	0	0.04
ENSG00000179073	TAAR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179082	C9orf106	0.11	0.26	0.25	0.11	0.22	0.13	0.02	0.05	0.05	0.19	0.08	0.04	0.17	0.04	0.23
ENSG00000179083	FAM133A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179085	DPM3	15.25	9.81	15.02	18.79	18.55	15.42	4.69	14.44	12.97	18.46	19.73	10.64	17.19	10.2	16.52
ENSG00000179088	C12orf42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02
ENSG00000179091	CYC1	27.87	17.48	23.42	42.42	18.4	28.37	21.5	21.68	37.87	17.59	27.74	25.12	21.58	53.89	18.84
ENSG00000179094	PER1	3.7	7.83	4.38	3.72	9.06	2.91	5.68	2.09	15.2	7.13	6.09	5.82	7.64	12.96	9.89
ENSG00000179097	HTR1F	0.16	0.07	0.11	0.02	0.67	0.46	0.02	0.22	0	0.86	0.03	0	0.03	0.01	0.1
ENSG00000179101		0.15	0.22	0.45	0.94	0.96	0.64	0	0.65	0	0.97	0.64	0	0.63	0.81	0.63
ENSG00000179104	TMTC2	1.51	2.83	1.84	1.42	4.08	1.52	3.3	1.07	1.81	1.83	1.51	3.42	1.35	1.57	1.33
ENSG00000179111	HES7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179115	FARSA	21.24	16.7	18.79	30.57	18.75	17.96	11.45	17.65	37.88	14.02	21.85	12.18	15.49	33.96	19.31
ENSG00000179119	SPTY2D1	14.98	14.13	17.3	13.48	14.75	16.33	8.76	14.79	14.13	14.06	12.9	9.46	12.47	10.34	7.12
ENSG00000179131		0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0
ENSG00000179133	C10orf67	0.01	0.06	0.04	0.01	0.07	0.01	0.03	0	0	0	0.02	0	0.01	0.01	0.03
ENSG00000179134	SAMD4B	29.44	40.41	31.52	42.88	47.92	36.86	45.62	41.25	36.02	39.47	34.67	48.62	33.85	29.1	52.85
ENSG00000179136		0.27	0.25	0.35	0.9	0.41	0.38	0.46	0.28	0.68	0.41	0.41	0.4	0.24	1.08	0.3
ENSG00000179141	MTUS2-AS1	0	0.03	0	0	0.03	0	0.01	0	0	0	0	0	0	0.01	0
ENSG00000179142	CYP11B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179144	GIMAP7	54.22	95.44	53.01	16.18	30.88	32.56	14.06	37.18	6.89	41.65	27	25.56	37.99	13.43	32.86
ENSG00000179148	ALOXE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179151	EDC3	32.57	33.59	23.83	29.96	30.15	18.17	31.69	22.84	21.07	25.33	32.47	39.33	21.6	30.4	18.42
ENSG00000179152	C3orf23	24.58	22.52	26.8	28.43	20.34	27.41	8.96	27.41	25.31	24.67	26.52	10.75	22.59	19.78	17.22
ENSG00000179157		0	0.05	0	0.06	0	0	0	0	0	0.02	0	0	0.04	0.03	0.05
ENSG00000179163	FUCA1	1439.18	336.27	502.38	518.53	1282.62	4356.54	103.58	2619.58	1130.02	4318.26	1129.35	59.04	747.67	181.23	1825.63
ENSG00000179165	PXT1	0	0.16	0	0	0	0	0.63	0	0	0	0	0.23	0.01	0.01	0
ENSG00000179168	GGN	0.07	0.33	0.88	0.11	0.43	0.29	0.12	0.27	0.39	0.16	0.06	0.42	0.27	0.12	0.44
ENSG00000179170		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179172	HNRNPCL1	0.09	0.07	0	0	0	0	0	0	0	0.04	0	0.03	0	0	0
ENSG00000179178	TMEM125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179195	ZNF664	31.73	27.48	27.07	27.19	23.15	35.53	20.31	17.45	37.05	25.57	40.88	24.32	23.33	34.11	25.31
ENSG00000179213	C19orf75	0.13	0.22	0.66	0	0	0	0	0.07	0	0	0	0	0.14	0	0.04
ENSG00000179218	CALR	1125.9	753.43	1982.15	1236.11	450.85	970.9	215.88	1768.03	1403.39	519.5	821.46	331.5	1289.23	969.57	650.88
